diagnostic_label,sentences,scenario,target_column,target_neuron,segment_identity,contributing_synapse_count,mean_weight_before,mean_weight_after,reinforcement_number,contribution_mode,prediction_candidate_identity,prediction_crossing_time,actual_positive_synapse_count,actual_positive_weakened_count,strengthened_synapse_count,weakened_synapse_count
nonpaper diagnostic,200,scenario1,81,0,2353889402160,10,0.49000000000000005,0.59,1,continuous-positive,2353777895296,1.0061145019531248,10,0,10,0
nonpaper diagnostic,200,scenario1,78,8,2353837733888,10,0.5,0.6,1,continuous-positive,2353777305664,0.5059667968750001,10,0,10,0
nonpaper diagnostic,200,scenario1,23,6,2353837731824,10,0.5,0.6,1,continuous-positive,2353777303552,0.5615223524305557,10,0,10,0
nonpaper diagnostic,200,scenario1,12,0,2353837734128,10,0.5,0.6,1,continuous-positive,2353777305616,0.6170779079861113,10,0,10,0
nonpaper diagnostic,200,scenario1,57,1,2353837720976,10,0.5,0.6,1,continuous-positive,2353777302592,0.6726334635416666,10,0,10,0
nonpaper diagnostic,200,scenario1,38,0,2353837721888,10,0.5,0.6,1,continuous-positive,2353777305952,0.7281890190972222,10,0,10,0
nonpaper diagnostic,200,scenario1,18,8,2353837722752,10,0.5,0.6,1,continuous-positive,2353777303648,0.7837445746527778,10,0,10,0
nonpaper diagnostic,200,scenario1,11,1,2353837724288,10,0.5,0.6,1,continuous-positive,2353777303984,0.8393001302083334,10,0,10,0
nonpaper diagnostic,200,scenario1,68,2,2353837724864,10,0.5,0.6,1,continuous-positive,2353777304032,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,88,3,2353837726496,10,0.5,0.6,1,continuous-positive,2353777304080,0.9504112413194445,10,0,10,0
nonpaper diagnostic,200,scenario1,81,4,2353837727360,10,0.5,0.6,1,continuous-positive,2353777304128,1.005966796875,10,0,10,0
nonpaper diagnostic,200,scenario1,72,0,2353866656608,10,0.49000000000000005,0.59,1,continuous-positive,2353876344688,0.8394478352864583,10,0,10,0
nonpaper diagnostic,200,scenario1,96,5,2353870854704,10,0.41999999999999993,0.5199999999999999,1,continuous-positive,2353861016752,1.0074072265625,10,0,10,0
nonpaper diagnostic,200,scenario1,47,6,2353885581616,10,0.49000000000000005,0.59,1,continuous-positive,2353868568528,0.6727811686197918,10,0,10,0
nonpaper diagnostic,200,scenario1,86,6,2353873011152,10,0.5,0.6,1,continuous-positive,2353854223264,0.5059667968750001,10,0,10,0
nonpaper diagnostic,200,scenario1,34,9,2353873010768,10,0.5,0.6,1,continuous-positive,2353854222256,0.5615223524305557,10,0,10,0
nonpaper diagnostic,200,scenario1,43,8,2353873020608,10,0.5,0.6,1,continuous-positive,2353854223360,0.6170779079861113,10,0,10,0
nonpaper diagnostic,200,scenario1,11,8,2353873021904,10,0.5,0.6,1,continuous-positive,2353854222160,0.6726334635416666,10,0,10,0
nonpaper diagnostic,200,scenario1,39,2,2353873021616,10,0.5,0.6,1,continuous-positive,2353854222208,0.7281890190972222,10,0,10,0
nonpaper diagnostic,200,scenario1,42,4,2353823868368,10,0.5,0.6,1,continuous-positive,2353854220096,0.7837445746527778,10,0,10,0
nonpaper diagnostic,200,scenario1,1,1,2353823870000,10,0.5,0.6,1,continuous-positive,2353854220144,0.8393001302083334,10,0,10,0
nonpaper diagnostic,200,scenario1,52,4,2353823871248,10,0.5,0.6,1,continuous-positive,2353854220240,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,97,9,2353823873072,10,0.5,0.6,1,continuous-positive,2353854220480,0.9504112413194445,10,0,10,0
nonpaper diagnostic,200,scenario1,15,2,2353823873840,10,0.5,0.6,1,continuous-positive,2353854220192,1.005966796875,10,0,10,0
nonpaper diagnostic,200,scenario1,32,3,2353885191280,10,0.49000000000000005,0.59,1,continuous-positive,2353846520384,0.7838922797309029,10,0,10,0
nonpaper diagnostic,200,scenario1,17,1,2353869126976,10,0.5,0.6,1,continuous-positive,2353854845616,0.5615223524305557,10,0,10,0
nonpaper diagnostic,200,scenario1,57,2,2353836762000,10,0.471,0.571,1,continuous-positive,2353844536864,0.6730839029947917,10,0,10,0
nonpaper diagnostic,200,scenario1,41,0,2353788157392,10,0.5,0.6,1,continuous-positive,2353843867472,0.5059667968750001,10,0,10,0
nonpaper diagnostic,200,scenario1,64,9,2353895192144,10,0.45,0.5499999999999999,1,continuous-positive,2353835415872,0.5067907714843751,10,0,10,0
nonpaper diagnostic,200,scenario1,81,9,2353895183120,10,0.45,0.5499999999999999,1,continuous-positive,2353835415104,0.5623463270399307,10,0,10,0
nonpaper diagnostic,200,scenario1,97,3,2353895186480,10,0.45,0.5499999999999999,1,continuous-positive,2353835413616,0.6179018825954863,10,0,10,0
nonpaper diagnostic,200,scenario1,43,1,2353893454960,10,0.45,0.5499999999999999,1,continuous-positive,2353835414672,0.6734574381510416,10,0,10,0
nonpaper diagnostic,200,scenario1,24,3,2353885844432,10,0.45,0.5499999999999999,1,continuous-positive,2353835415728,0.7845685492621528,10,0,10,0
nonpaper diagnostic,200,scenario1,4,7,2353895182064,10,0.5,0.6,1,continuous-positive,2353835820336,0.5059667968750001,10,0,10,0
nonpaper diagnostic,200,scenario1,97,7,2353895190992,10,0.5,0.6,1,continuous-positive,2353835820288,0.5615223524305557,10,0,10,0
nonpaper diagnostic,200,scenario1,70,5,2353895181824,10,0.5,0.6,1,continuous-positive,2353835820384,0.6170779079861113,10,0,10,0
nonpaper diagnostic,200,scenario1,78,9,2353895183360,10,0.5,0.6,1,continuous-positive,2353835819328,0.6726334635416666,10,0,10,0
nonpaper diagnostic,200,scenario1,65,9,2353895183840,10,0.5,0.6,1,continuous-positive,2353835819376,0.7281890190972222,10,0,10,0
nonpaper diagnostic,200,scenario1,72,7,2353895179712,10,0.5,0.6,1,continuous-positive,2353835820048,0.7837445746527778,10,0,10,0
nonpaper diagnostic,200,scenario1,61,1,2353895183072,10,0.5,0.6,1,continuous-positive,2353835819280,0.8393001302083334,10,0,10,0
nonpaper diagnostic,200,scenario1,18,4,2353895188880,10,0.5,0.6,1,continuous-positive,2353835819952,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,24,6,2353895194160,10,0.5,0.6,1,continuous-positive,2353835820000,0.9504112413194445,10,0,10,0
nonpaper diagnostic,200,scenario1,23,9,2353895179808,10,0.5,0.6,1,continuous-positive,2353835830032,1.005966796875,10,0,10,0
nonpaper diagnostic,200,scenario1,24,5,2353836759648,10,0.5,0.6,1,continuous-positive,2353835920752,0.7281890190972222,10,0,10,0
nonpaper diagnostic,200,scenario1,3,5,2353865939312,10,0.5,0.6,1,continuous-positive,2353835929680,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,99,5,2353889410320,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2353832970240,0.5078857421875,10,0,10,0
nonpaper diagnostic,200,scenario1,6,3,2353889408736,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2353832969520,0.6189968532986112,10,0,10,0
nonpaper diagnostic,200,scenario1,13,5,2353889400336,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2353832970384,0.8412190755208333,10,0,10,0
nonpaper diagnostic,200,scenario1,68,5,2353889397936,20,0.582,0.6819999999999999,1,continuous-positive,2353832969712,0.8911899142795137,20,0,20,0
nonpaper diagnostic,200,scenario1,78,4,2353777306960,10,0.41,0.5099999999999999,1,continuous-positive,2353826467856,0.507637939453125,10,0,10,0
nonpaper diagnostic,200,scenario1,98,9,2353870649344,10,0.45,0.5499999999999999,1,continuous-positive,2353822225600,0.6179018825954863,10,0,10,0
nonpaper diagnostic,200,scenario1,87,3,2353876897952,10,0.41999999999999993,0.5199999999999999,1,continuous-positive,2353821040912,0.5074072265625001,10,0,10,0
nonpaper diagnostic,200,scenario1,6,3,2353889408736,10,0.47999999999999987,0.5799999999999998,2,continuous-positive,2353821042544,0.6173818630642363,10,0,10,0
nonpaper diagnostic,200,scenario1,72,9,2353868559312,10,0.48,0.58,1,continuous-positive,2353814987328,0.6729374186197916,10,0,10,0
nonpaper diagnostic,200,scenario1,96,8,2353811034080,10,0.46099999999999997,0.5609999999999999,1,continuous-positive,2353814988864,0.7843671332465276,10,0,10,0
nonpaper diagnostic,200,scenario1,67,2,2353832406064,10,0.5,0.6,1,continuous-positive,2353812534432,0.6170779079861113,10,0,10,0
nonpaper diagnostic,200,scenario1,9,6,2353885198768,10,0.48,0.58,1,continuous-positive,2353813014528,0.5062707519531251,10,0,10,0
nonpaper diagnostic,200,scenario1,74,9,2353870114256,10,0.45,0.5499999999999999,1,continuous-positive,2353808430704,0.7290129937065972,10,0,10,0
nonpaper diagnostic,200,scenario1,40,3,2353821049456,10,0.48,0.58,1,continuous-positive,2353806208768,0.6729374186197916,10,0,10,0
nonpaper diagnostic,200,scenario1,42,8,2353827118544,10,0.49000000000000005,0.59,1,continuous-positive,2353811232656,0.8394478352864583,10,0,10,0
nonpaper diagnostic,200,scenario1,97,4,2353875433520,10,0.49000000000000005,0.59,1,continuous-positive,2353805478944,0.9505589463975694,10,0,10,0
nonpaper diagnostic,200,scenario1,3,5,2353831943472,10,0.5,0.6,1,continuous-positive,2353804393264,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,63,3,2353817127056,10,0.5,0.6,1,continuous-positive,2353794556768,0.5059667968750001,10,0,10,0
nonpaper diagnostic,200,scenario1,99,9,2353817125760,10,0.5,0.6,1,continuous-positive,2353794555904,0.5615223524305557,10,0,10,0
nonpaper diagnostic,200,scenario1,78,9,2353817125472,10,0.5,0.6,1,continuous-positive,2353794555952,0.6170779079861113,10,0,10,0
nonpaper diagnostic,200,scenario1,84,3,2353817127344,10,0.5,0.6,1,continuous-positive,2353794555760,0.6726334635416666,10,0,10,0
nonpaper diagnostic,200,scenario1,62,1,2353817129024,10,0.5,0.6,1,continuous-positive,2353794555856,0.7281890190972222,10,0,10,0
nonpaper diagnostic,200,scenario1,32,0,2353815427824,10,0.5,0.6,1,continuous-positive,2353794555664,0.7837445746527778,10,0,10,0
nonpaper diagnostic,200,scenario1,1,8,2353815428304,10,0.5,0.6,1,continuous-positive,2353794555712,0.8393001302083334,10,0,10,0
nonpaper diagnostic,200,scenario1,47,2,2353815426720,10,0.5,0.6,1,continuous-positive,2353794555568,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,38,3,2353815424224,10,0.5,0.6,1,continuous-positive,2353794555616,0.9504112413194445,10,0,10,0
nonpaper diagnostic,200,scenario1,18,4,2353815426096,10,0.5,0.6,1,continuous-positive,2353794556720,1.005966796875,10,0,10,0
nonpaper diagnostic,200,scenario1,9,8,2353854980240,10,0.5,0.6,1,continuous-positive,2353796668048,0.9504112413194445,10,0,10,0
nonpaper diagnostic,200,scenario1,11,8,2353873021904,10,0.58,0.6799999999999999,2,continuous-positive,2353793301056,0.6716666666666666,10,0,10,0
nonpaper diagnostic,200,scenario1,54,6,2353804889840,10,0.48,0.58,1,continuous-positive,2353789614464,0.5062707519531251,10,0,10,0
nonpaper diagnostic,200,scenario1,17,2,2353825515904,10,0.41999999999999993,0.5199999999999999,1,continuous-positive,2353789614080,0.6185183376736113,10,0,10,0
nonpaper diagnostic,200,scenario1,51,2,2353832969232,8,0.5,0.5599999999999999,1,continuous-positive,2353790170512,0.7856635199652777,8,0,8,2
nonpaper diagnostic,200,scenario1,64,9,2353895192144,10,0.43999999999999984,0.5399999999999998,2,continuous-positive,2353789859744,0.5069836425781251,10,0,10,0
nonpaper diagnostic,200,scenario1,81,9,2353895183120,10,0.43999999999999984,0.5399999999999998,2,continuous-positive,2353789856432,0.5625391981336807,10,0,10,0
nonpaper diagnostic,200,scenario1,9,1,2353885840736,18,0.5422222222222222,0.6422222222222221,1,continuous-positive,2353789859168,0.8361165364583332,18,0,18,0
nonpaper diagnostic,200,scenario1,4,7,2353895182064,10,0.6,0.7,2,continuous-positive,2353788185936,0.5048059082031251,10,0,10,0
nonpaper diagnostic,200,scenario1,97,7,2353895190992,10,0.6,0.7,2,continuous-positive,2353788186080,0.5603614637586807,10,0,10,0
nonpaper diagnostic,200,scenario1,70,5,2353895181824,10,0.6,0.7,2,continuous-positive,2353788186032,0.6159170193142363,10,0,10,0
nonpaper diagnostic,200,scenario1,78,9,2353895183360,10,0.5,0.6,2,continuous-positive,2353788185984,0.6726334635416666,10,0,10,0
nonpaper diagnostic,200,scenario1,65,9,2353895183840,10,0.6,0.7,2,continuous-positive,2353788182096,0.7270281304253472,10,0,10,0
nonpaper diagnostic,200,scenario1,72,7,2353895179712,10,0.6,0.7,2,continuous-positive,2353788182144,0.7825836859809028,10,0,10,0
nonpaper diagnostic,200,scenario1,61,1,2353895183072,10,0.6,0.7,2,continuous-positive,2353788181952,0.8381392415364584,10,0,10,0
nonpaper diagnostic,200,scenario1,18,4,2353895188880,10,0.5,0.6,2,continuous-positive,2353788180800,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,24,6,2353895194160,10,0.6,0.7,2,continuous-positive,2353788182480,0.9492503526475695,10,0,10,0
nonpaper diagnostic,200,scenario1,23,9,2353895179808,10,0.6,0.7,2,continuous-positive,2353788179216,1.004805908203125,10,0,10,0
nonpaper diagnostic,200,scenario1,30,6,2353868787104,19,0.5278947368421051,0.6278947368421052,1,continuous-positive,2353787213376,0.5582581922743055,19,0,19,0
nonpaper diagnostic,200,scenario1,61,1,2353846652992,10,0.271,0.371,1,continuous-positive,2353786657664,0.9026571994357637,10,0,10,0
nonpaper diagnostic,200,scenario1,94,2,2353870863152,17,0.5352941176470587,0.6352941176470588,1,continuous-positive,2353782594096,0.5030053710937499,17,0,17,0
nonpaper diagnostic,200,scenario1,30,6,2353868787104,19,0.6278947368421052,0.7278947368421052,2,continuous-positive,2353783030608,0.5577967664930555,19,0,19,0
nonpaper diagnostic,200,scenario1,32,0,2353787686496,10,0.5,0.6,1,continuous-positive,2353782594816,0.6170779079861113,10,0,10,0
nonpaper diagnostic,200,scenario1,56,6,2353787685488,10,0.5,0.6,1,continuous-positive,2353782593760,0.6726334635416666,10,0,10,0
nonpaper diagnostic,200,scenario1,51,0,2353787698016,10,0.5,0.6,1,continuous-positive,2353782593424,0.7281890190972222,10,0,10,0
nonpaper diagnostic,200,scenario1,9,9,2353808119072,10,0.5,0.6,1,continuous-positive,2353783042608,0.5059667968750001,10,0,10,0
nonpaper diagnostic,200,scenario1,10,4,2353808120560,10,0.5,0.6,1,continuous-positive,2353783042944,0.5615223524305557,10,0,10,0
nonpaper diagnostic,200,scenario1,11,9,2353890566288,10,0.5,0.6,1,continuous-positive,2353783042896,0.6170779079861113,10,0,10,0
nonpaper diagnostic,200,scenario1,81,8,2353890562736,10,0.5,0.6,1,continuous-positive,2353783043280,0.6726334635416666,10,0,10,0
nonpaper diagnostic,200,scenario1,14,3,2353890563600,10,0.5,0.6,1,continuous-positive,2353783042800,0.7281890190972222,10,0,10,0
nonpaper diagnostic,200,scenario1,32,4,2353890561008,10,0.5,0.6,1,continuous-positive,2353783042848,0.7837445746527778,10,0,10,0
nonpaper diagnostic,200,scenario1,53,9,2353890561968,10,0.5,0.6,1,continuous-positive,2353783045104,0.8393001302083334,10,0,10,0
nonpaper diagnostic,200,scenario1,93,0,2353890567920,10,0.5,0.6,1,continuous-positive,2353783045152,0.894855685763889,10,0,10,0
nonpaper diagnostic,200,scenario1,42,3,2353890567296,10,0.5,0.6,1,continuous-positive,2353783045008,0.9504112413194445,10,0,10,0
nonpaper diagnostic,200,scenario1,49,1,2353890561152,10,0.5,0.6,1,continuous-positive,2353783039440,1.005966796875,10,0,10,0
nonpaper diagnostic,200,scenario1,18,3,2353889404704,10,0.6051351351351351,0.5591891891891891,1,continuous-positive,2353783035216,0.5604957411024305,10,0,10,27
nonpaper diagnostic,200,scenario1,80,6,2353889395680,10,0.5810526315789474,0.5863157894736841,1,continuous-positive,2353783041648,0.6718009440104165,10,0,10,9
nonpaper diagnostic,200,scenario1,14,0,2353889399232,10,0.5537837837837837,0.5078378378378378,1,continuous-positive,2353783039152,0.7274224175347223,10,0,10,27
nonpaper diagnostic,200,scenario1,57,6,2353889396496,10,0.4773684210526314,0.4826315789473683,1,continuous-positive,2353783035168,0.7842462836371529,10,0,10,9
nonpaper diagnostic,200,scenario1,13,5,2353889400336,10,0.3699999999999998,0.46999999999999975,2,continuous-positive,2353783035072,0.8420711263020833,10,0,10,0
nonpaper diagnostic,200,scenario1,68,5,2353889397936,10,0.6599999999999999,0.6599999999999999,2,continuous-positive,2353783034208,0.8932321506076388,10,0,10,10
nonpaper diagnostic,200,scenario1,83,0,2353889399616,10,0.5178947368421052,0.5231578947368419,1,continuous-positive,2353783035120,0.9507151963975695,10,0,10,9
nonpaper diagnostic,200,scenario1,81,0,2353889402160,10,0.6357894736842105,0.6410526315789473,2,continuous-positive,2353783034976,1.0042395019531252,10,0,10,9
nonpaper diagnostic,200,scenario1,9,9,2353808119072,10,0.6,0.7,2,continuous-positive,2353783512560,0.5048059082031251,10,0,10,0
nonpaper diagnostic,200,scenario1,10,4,2353808120560,10,0.6,0.7,2,continuous-positive,2353783512608,0.5603614637586807,10,0,10,0
nonpaper diagnostic,200,scenario1,11,9,2353890566288,10,0.6,0.7,2,continuous-positive,2353783511312,0.6159170193142363,10,0,10,0
