diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,1,1->2,``,I,100,10,2,18,33,33,33,10,2,2,2,True,Oh,False,33.0,10.0,10.0,0.0,0.0,1.0,2.2721613491925927
nonpaper diagnostic,1,2->3,I,did,28,10,2,18,18,18,18,16,4,1,3,True,have,False,18.0,10.0,10.0,0.0,0.0,1.0,2.0736657905346743
nonpaper diagnostic,1,3->4,did,not,28,10,0,0,10,10,10,15,1,10,10,True,not,True,10.0,10.0,10.0,0.0,0.0,1.0,2.222748211101336
nonpaper diagnostic,1,4->5,not,think,10,10,0,0,10,10,10,17,1,10,10,True,think,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,1,5->6,think,you,10,10,0,0,10,10,10,9,1,10,10,True,you,True,10.0,10.0,10.0,0.0,0.0,1.0,2.1457104052582765
nonpaper diagnostic,1,6->7,you,would,10,10,0,0,10,10,10,11,1,10,10,True,would,True,10.0,10.0,10.0,0.0,0.0,1.0,2.0237338793400985
nonpaper diagnostic,2,1->2,The,Great,100,10,1,9,19,19,19,13,,0,0,False,easel,False,19.0,10.0,10.0,0.0,0.0,1.0,2.179498916592952
nonpaper diagnostic,2,2->3,Great,Square,19,10,0,0,11,11,11,13,1,9,9,True,Square,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,2.0342390346823342
nonpaper diagnostic,2,3->4,Square,of,10,10,0,0,10,10,10,11,1,10,10,True,of,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,2,4->5,of,Pegasus,10,10,0,0,10,10,10,18,1,10,10,True,Pegasus,True,10.0,10.0,10.0,0.0,0.0,1.0,2.1457104052582765
nonpaper diagnostic,2,5->6,Pegasus,was,10,10,0,0,10,10,10,9,1,10,10,True,was,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,2,6->7,was,over,10,10,0,0,10,10,10,12,1,10,10,True,over,True,10.0,10.0,10.0,0.0,0.0,1.0,2.081512233722394
nonpaper diagnostic,3,1->2,A,moment,100,10,0,0,10,10,10,12,1,10,10,True,moment,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,3,2->3,moment,before,10,10,0,0,10,10,10,14,1,10,10,True,before,True,10.0,10.0,10.0,0.0,0.0,1.0,2.145710405258277
nonpaper diagnostic,3,3->4,before,she,10,10,0,0,10,10,10,8,1,10,10,True,she,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,3,4->5,she,had,10,10,0,0,10,10,10,14,1,10,10,True,had,True,10.0,10.0,10.0,0.0,0.0,1.0,2.145710405258277
nonpaper diagnostic,3,5->6,had,been,10,10,0,0,10,10,10,13,1,10,10,True,been,True,10.0,10.0,10.0,0.0,0.0,1.0,2.1457104052582765
nonpaper diagnostic,3,6->7,been,a,10,10,0,0,10,10,10,10,1,10,10,True,a,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,4,1->2,When,the,100,10,0,0,12,12,12,12,1,8,8,True,the,True,12.0,8.833333333333334,10.0,0.0,0.16666666666666666,0.8333333333333334,1.934339621707841
nonpaper diagnostic,4,2->3,the,plum,10,10,0,0,10,10,10,8,1,10,10,True,plum,True,10.0,10.0,10.0,0.0,0.0,1.0,2.0083263181714868
nonpaper diagnostic,4,3->4,plum,pudding,10,10,0,0,10,10,10,13,1,10,10,True,pudding,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,4,4->5,pudding,came,10,10,0,0,10,10,10,8,1,10,10,True,came,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,4,5->6,came,on,10,10,0,0,10,10,10,12,1,10,10,True,on,True,10.0,10.0,10.0,0.0,0.0,1.0,2.1457104052582765
nonpaper diagnostic,4,6->7,on,",",10,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,2.158550039565454
nonpaper diagnostic,5,1->2,Everybody,laughed,100,10,0,0,10,10,10,14,1,10,10,True,laughed,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,5,2->3,laughed,",",10,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
nonpaper diagnostic,5,3->4,",",and,10,10,0,0,10,10,10,11,1,10,10,True,and,True,10.0,10.0,10.0,0.0,0.0,1.0,2.6612217226914185
nonpaper diagnostic,5,4->5,and,poor,10,10,2,18,18,18,18,8,1,8,8,True,poor,True,18.0,10.0,10.0,0.0,0.0,1.0,2.1243110147463153
nonpaper diagnostic,5,5->6,poor,Rogers,28,10,0,0,11,11,11,17,1,9,9,True,Rogers,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,2.0342390346823342
nonpaper diagnostic,5,6->7,Rogers,had,10,10,0,0,10,10,10,14,1,10,10,True,had,True,10.0,10.0,10.0,0.0,0.0,1.0,2.20990857679416
