diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,1,1->2,``,I,100,10,4,36,79,79,79,47,27,1,2,True,It,False,79.0,9.886075949367088,10.0,0.0,0.012658227848101266,0.9873417721518988,1.7220433288143053
nonpaper diagnostic,1,2->3,I,did,46,10,4,36,73,73,73,60,23,1,2,True,do,False,73.0,6.027397260273973,5.0,0.0,0.0,1.0,0.689398471782511
nonpaper diagnostic,1,3->4,did,not,46,10,0,0,18,18,18,43,1,6,6,True,not,True,18.0,7.666666666666667,10.0,0.0,0.05555555555555555,0.9444444444444444,1.1840357676753068
nonpaper diagnostic,1,4->5,not,think,10,10,2,20,8,8,8,34,1,8,8,True,think,True,8.0,10.0,10.0,0.0,0.0,1.0,1.4957039184574592
nonpaper diagnostic,1,5->6,think,you,28,10,0,0,18,18,18,46,1,9,9,True,you,True,18.0,7.333333333333333,10.0,0.0,0.0,1.0,1.1463588683496946
nonpaper diagnostic,1,6->7,you,would,10,10,0,0,12,12,12,41,1,10,10,True,would,True,12.0,8.833333333333334,10.0,0.0,0.16666666666666666,0.8333333333333334,1.376937301116075
nonpaper diagnostic,2,1->2,The,Great,100,10,2,18,71,71,71,43,,0,0,False,hall,False,71.0,9.704225352112676,10.0,0.0,0.04225352112676056,0.9577464788732394,1.6426137483207355
nonpaper diagnostic,2,2->3,Great,Square,28,10,1,9,48,48,48,50,4,2,2,True,and,False,48.0,5.645833333333333,5.0,0.041666666666666664,0.08333333333333333,0.875,1.1414070751324654
nonpaper diagnostic,2,3->4,Square,of,19,10,0,0,12,12,12,47,1,9,9,True,of,True,12.0,8.916666666666666,10.0,0.0,0.08333333333333333,0.9166666666666666,1.7797220655905417
nonpaper diagnostic,2,4->5,of,Pegasus,10,10,1,10,9,9,9,43,1,9,9,True,Pegasus,True,9.0,10.0,10.0,0.0,0.0,1.0,1.570780113503589
nonpaper diagnostic,2,5->6,Pegasus,was,19,10,0,0,12,12,12,39,1,10,10,True,was,True,12.0,9.166666666666666,10.0,0.0,0.0,1.0,1.5578696794243083
nonpaper diagnostic,2,6->7,was,over,10,10,0,0,11,11,11,44,1,10,10,True,over,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.493223534557209
nonpaper diagnostic,3,1->2,A,moment,100,10,2,18,32,32,32,34,1,7,8,True,moment,True,32.0,8.71875,10.0,0.0,0.03125,0.96875,1.640001321808594
nonpaper diagnostic,3,2->3,moment,before,28,10,0,0,12,12,12,41,1,10,10,True,before,True,12.0,8.833333333333334,10.0,0.0,0.16666666666666666,0.8333333333333334,1.4892841013038713
nonpaper diagnostic,3,3->4,before,she,10,10,0,0,10,10,10,43,1,10,10,True,she,True,10.0,10.0,10.0,0.0,0.0,1.0,1.9531158906506274
nonpaper diagnostic,3,4->5,she,had,10,10,2,20,8,8,8,35,1,8,8,True,had,True,8.0,10.0,10.0,0.0,0.0,1.0,1.4483577669497456
nonpaper diagnostic,3,5->6,had,been,28,10,1,9,20,20,20,41,1,8,8,True,been,True,20.0,7.0,7.5,0.05,0.1,0.85,1.1535466380833432
nonpaper diagnostic,3,6->7,been,a,19,10,0,0,10,10,10,41,1,10,10,True,a,True,10.0,10.0,10.0,0.0,0.0,1.0,1.888917719114744
nonpaper diagnostic,4,1->2,When,the,100,10,3,27,28,28,28,44,1,7,7,True,the,True,28.0,5.642857142857143,4.0,0.07142857142857142,0.17857142857142858,0.75,0.8970569952328749
nonpaper diagnostic,4,2->3,the,plum,37,10,3,28,62,62,62,44,1,3,4,True,plum,True,62.0,5.241935483870968,4.0,0.0,0.03225806451612903,0.967741935483871,0.5328866635761529
nonpaper diagnostic,4,3->4,plum,pudding,37,10,0,0,11,11,11,40,1,10,10,True,pudding,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.6192853986640345
nonpaper diagnostic,4,4->5,pudding,came,10,10,0,0,10,10,10,39,1,10,10,True,came,True,10.0,10.0,10.0,0.0,0.0,1.0,1.953115890650627
nonpaper diagnostic,4,5->6,came,on,10,10,0,0,10,10,10,46,1,10,10,True,on,True,10.0,10.0,10.0,0.0,0.0,1.0,2.0173140621865104
nonpaper diagnostic,4,6->7,on,",",10,10,0,0,9,9,9,42,1,8,8,True,",",True,9.0,9.222222222222221,10.0,0.0,0.1111111111111111,0.8888888888888888,1.1520653724862175
nonpaper diagnostic,5,1->2,Everybody,laughed,100,10,0,0,18,18,18,40,1,6,6,True,laughed,True,18.0,7.722222222222222,10.0,0.0,0.05555555555555555,0.9444444444444444,1.3882681647367991
nonpaper diagnostic,5,2->3,laughed,",",10,10,0,0,10,10,10,44,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,2.3370209564352082
nonpaper diagnostic,5,3->4,",",and,10,10,0,0,26,26,26,36,1,10,10,True,and,True,26.0,5.923076923076923,4.0,0.0,0.4230769230769231,0.5769230769230769,1.977066746954398
nonpaper diagnostic,5,4->5,and,poor,10,10,3,27,60,60,60,41,,0,0,False,you,False,60.0,9.366666666666667,10.0,0.0,0.03333333333333333,0.9666666666666667,1.4792263877632488
nonpaper diagnostic,5,5->6,poor,Rogers,37,10,0,0,32,32,32,51,1,5,5,True,Rogers,True,32.0,6.125,5.0,0.03125,0.15625,0.8125,1.1385967352236888
nonpaper diagnostic,5,6->7,Rogers,had,10,10,0,0,10,10,10,42,1,10,10,True,had,True,10.0,10.0,10.0,0.0,0.0,1.0,1.824719547578861
nonpaper diagnostic,6,1->2,The,easel,100,10,2,18,71,71,71,43,,0,0,False,hall,False,71.0,9.704225352112676,10.0,0.0,0.04225352112676056,0.9577464788732394,1.6426137483207355
nonpaper diagnostic,6,2->3,easel,stood,28,10,1,10,9,9,9,36,1,9,9,True,stood,True,9.0,10.0,10.0,0.0,0.0,1.0,1.9959146716745495
nonpaper diagnostic,6,3->4,stood,beneath,19,10,1,10,19,19,19,41,1,4,4,True,beneath,True,19.0,7.368421052631579,8.0,0.0,0.15789473684210525,0.8421052631578947,1.6690767551473922
nonpaper diagnostic,6,4->5,beneath,these,19,10,0,0,10,10,10,55,1,10,10,True,these,True,10.0,10.0,10.0,0.0,0.0,1.0,1.945412110066321
nonpaper diagnostic,6,5->6,these,three,10,10,1,10,9,9,9,32,1,9,9,True,three,True,9.0,10.0,10.0,0.0,0.0,1.0,1.9245833699680124
nonpaper diagnostic,6,6->7,three,old,19,10,0,0,32,32,32,40,1,4,4,True,old,True,32.0,5.65625,4.0,0.09375,0.15625,0.75,0.9967637540520168
nonpaper diagnostic,7,1->2,`,That,100,10,3,27,81,81,81,42,,0,0,False,Here,False,81.0,8.790123456790123,10.0,0.012345679012345678,0.07407407407407407,0.9135802469135802,1.5724597419870041
nonpaper diagnostic,7,2->3,That,would,37,10,0,0,16,16,16,41,1,10,10,True,would,True,16.0,7.375,10.0,0.0,0.375,0.625,1.1987873751039997
nonpaper diagnostic,7,3->4,would,n't,10,10,0,0,10,10,10,40,1,10,10,True,n't,True,10.0,10.0,10.0,0.0,0.0,1.0,1.976869214118904
nonpaper diagnostic,7,4->5,n't,be,10,10,2,20,8,8,8,21,1,8,8,True,be,True,8.0,10.0,10.0,0.0,0.0,1.0,1.445147858372951
nonpaper diagnostic,7,5->6,be,very,28,10,1,10,17,17,17,52,1,9,9,True,very,True,17.0,7.176470588235294,10.0,0.0,0.17647058823529413,0.8235294117647058,1.0505651261167395
nonpaper diagnostic,7,6->7,very,nice,19,10,0,0,9,9,9,39,1,9,9,True,nice,True,9.0,10.0,10.0,0.0,0.0,1.0,2.650736021340558
nonpaper diagnostic,8,1->2,``,I,100,10,4,36,79,79,79,47,27,1,2,True,It,False,79.0,9.886075949367088,10.0,0.0,0.012658227848101266,0.9873417721518988,1.7220433288143053
nonpaper diagnostic,8,2->3,I,have,46,10,5,45,73,73,73,60,52,1,1,True,heard,False,73.0,6.027397260273973,5.0,0.0,0.0,1.0,0.689398471782511
nonpaper diagnostic,8,3->4,have,tasted,55,10,3,28,40,40,40,42,1,6,6,True,tasted,True,40.0,6.05,5.0,0.0,0.05,0.95,0.7274526270984085
nonpaper diagnostic,8,4->5,tasted,eggs,37,10,1,10,30,30,30,35,21,1,1,True,length,False,30.0,6.0,5.0,0.06666666666666667,0.2,0.7333333333333333,1.3787136834481735
nonpaper diagnostic,8,5->6,eggs,",",19,10,2,18,23,23,23,39,1,5,6,True,",",True,23.0,6.217391304347826,5.0,0.043478260869565216,0.17391304347826086,0.782608695652174,1.0864934321799402
nonpaper diagnostic,8,6->7,",",certainly,28,10,0,0,66,66,66,46,14,1,2,True,and,False,66.0,7.409090909090909,6.0,0.0,0.0,1.0,1.5284836565159212
nonpaper diagnostic,9,1->2,``,Oh,100,10,7,63,79,79,79,47,,0,0,False,It,False,79.0,9.886075949367088,10.0,0.0,0.012658227848101266,0.9873417721518988,1.7220433288143053
nonpaper diagnostic,9,2->3,Oh,",",73,10,0,0,11,11,11,42,1,9,9,True,",",True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.7897023631047424
nonpaper diagnostic,9,3->4,",",Nan,10,10,7,67,35,35,35,43,5,2,2,True,and,False,35.0,6.485714285714286,5.0,0.0,0.14285714285714285,0.8571428571428571,1.1313700885523357
nonpaper diagnostic,9,4->5,Nan,",",73,10,0,0,30,30,30,46,1,7,7,True,",",True,30.0,5.9,4.5,0.06666666666666667,0.26666666666666666,0.6666666666666666,0.6326712896909734
nonpaper diagnostic,9,5->6,",",do,10,10,4,38,21,21,21,40,3,3,3,True,and,False,21.0,6.238095238095238,5.0,0.0,0.09523809523809523,0.9047619047619048,0.8565499797019931
nonpaper diagnostic,9,6->7,do,you,46,10,0,0,35,35,35,38,1,7,7,True,you,True,35.0,5.857142857142857,5.0,0.0,0.0,1.0,0.7162289956382075
nonpaper diagnostic,10,1->2,You,are,100,10,4,36,62,62,62,55,,0,0,False,must,False,62.0,9.564516129032258,10.0,0.0,0.08064516129032258,0.9193548387096774,1.656930165444717
nonpaper diagnostic,10,2->3,are,a,46,10,2,18,33,33,33,42,1,8,8,True,a,True,33.0,5.303030303030303,4.0,0.0,0.15151515151515152,0.8484848484848485,0.5612346763160456
nonpaper diagnostic,10,3->4,a,minister,28,10,2,20,38,38,38,47,1,7,7,True,minister,True,38.0,5.631578947368421,5.0,0.05263157894736842,0.13157894736842105,0.8157894736842105,0.7689240740894914
nonpaper diagnostic,10,4->5,minister,and,28,10,3,29,12,12,12,42,1,6,7,True,and,True,12.0,7.416666666666667,10.0,0.0,0.08333333333333333,0.9166666666666666,1.1792542806993926
nonpaper diagnostic,10,5->6,and,it,37,10,4,36,67,67,67,50,2,3,3,True,and,False,67.0,5.17910447761194,4.0,0.0,0.05970149253731343,0.9402985074626866,0.7535840716666647
nonpaper diagnostic,10,6->7,it,would,46,10,0,0,59,59,59,41,1,5,5,True,would,True,59.0,5.0508474576271185,4.0,0.01694915254237288,0.05084745762711865,0.9322033898305084,0.6828477236191911
nonpaper diagnostic,11,1->2,There,was,100,10,0,0,31,31,31,33,1,7,7,True,was,True,31.0,6.387096774193548,6.0,0.12903225806451613,0.03225806451612903,0.8387096774193549,0.9013936359540488
nonpaper diagnostic,11,2->3,was,n't,10,10,1,10,9,9,9,38,1,9,9,True,n't,True,9.0,10.0,10.0,0.0,0.0,1.0,1.9952013586574833
nonpaper diagnostic,11,3->4,n't,one,19,10,0,0,18,18,18,48,2,4,4,True,plenty,False,18.0,10.055555555555555,10.0,0.0,0.0,1.0,1.7719343843160231
nonpaper diagnostic,11,4->5,one,of,10,10,3,30,7,7,7,34,1,7,7,True,of,True,7.0,10.0,10.0,0.0,0.0,1.0,1.9714582253751647
nonpaper diagnostic,11,5->6,of,you,37,10,4,40,27,27,27,50,1,6,6,True,you,True,27.0,5.222222222222222,4.0,0.0,0.18518518518518517,0.8148148148148148,0.5281542535597084
nonpaper diagnostic,11,6->7,you,dared,46,10,0,0,68,68,68,44,1,6,6,True,dared,True,68.0,5.588235294117647,5.0,0.0,0.0,1.0,0.6054263337760201
nonpaper diagnostic,12,1->2,In,1715,100,10,1,9,26,26,26,37,1,4,4,True,1715,True,26.0,6.384615384615385,5.0,0.038461538461538464,0.15384615384615385,0.8076923076923077,1.2435532383101013
nonpaper diagnostic,12,2->3,1715,",",19,10,0,0,10,10,10,44,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,1.3753323468276784
nonpaper diagnostic,12,3->4,",",what,10,10,6,59,33,33,33,43,2,3,4,True,and,False,33.0,5.393939393939394,5.0,0.0,0.3939393939393939,0.6060606060606061,1.0446144934610069
nonpaper diagnostic,12,4->5,what,must,64,10,0,0,33,33,33,42,39,1,1,True,you,False,33.0,6.484848484848484,6.0,0.0,0.15151515151515152,0.8484848484848485,1.0072896690505122
nonpaper diagnostic,12,5->6,must,he,10,10,1,10,9,9,9,48,1,9,9,True,he,True,9.0,10.0,10.0,0.0,0.0,1.0,1.8076000351692916
nonpaper diagnostic,12,6->7,he,do,19,10,0,0,28,28,28,46,1,8,8,True,do,True,28.0,6.071428571428571,5.0,0.03571428571428571,0.14285714285714285,0.8214285714285714,0.9823194914797064
nonpaper diagnostic,13,1->2,`,Her,100,10,3,27,81,81,81,42,,0,0,False,Here,False,81.0,8.790123456790123,10.0,0.012345679012345678,0.07407407407407407,0.9135802469135802,1.5724597419870041
nonpaper diagnostic,13,2->3,Her,petals,37,10,0,0,10,10,10,48,1,10,10,True,petals,True,10.0,10.0,10.0,0.0,0.0,1.0,1.824719547578861
nonpaper diagnostic,13,3->4,petals,are,10,10,1,10,9,9,9,41,1,9,9,True,are,True,9.0,10.0,10.0,0.0,0.0,1.0,2.067245973381086
