checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_rank,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
1000,1,proximal-replay,1,would,roar,100,100,100,,2,3,0,0,,122,"[{""word"": ""roar"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""will"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hopelessly"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ogress"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""priest"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,72
1000,1,proximal-replay,2,want,belt,100,100,100,,2,3,0,0,,103,"[{""word"": ""belt"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""You"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""night"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Grant"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Five"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,63
1000,1,proximal-replay,3,to,!,99,99,99,,2,2,0,0,,139,"[{""word"": ""!"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Murray"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bird"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""turn"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Their"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,72
1000,1,proximal-replay,4,see,Come,100,100,100,,2,3,0,0,,156,"[{""word"": ""Come"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""rough"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""stylish"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""nothing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Rogerson"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,72
1000,2,proximal-replay,1,over,Sun,100,100,100,,2,2,0,0,,79,"[{""word"": ""Sun"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hearth"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""T."", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""hat"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""1715"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,10,72
1000,2,proximal-replay,2,our,swimming,100,100,100,,2,3,0,0,,132,"[{""word"": ""swimming"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""uttered"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""And"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""coat"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hole"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,72
1000,2,proximal-replay,3,heads,get,100,100,100,,2,2,0,0,,124,"[{""word"": ""get"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Christians"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""forest"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""glanced"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""feast"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,72
1000,2,proximal-replay,4,.,Lida,100,100,100,,2,3,0,0,,196,"[{""word"": ""Lida"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""That"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""SAMMY"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Daisy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Aunt"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,63
1000,3,proximal-replay,1,a,gallant,100,100,100,,2,2,0,0,,129,"[{""word"": ""gallant"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""independent"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bought"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""spasm"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""HAD"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,91,10,63
1000,3,proximal-replay,2,woman,variously,100,100,100,,3,4,0,0,,200,"[{""word"": ""variously"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""thief"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""loud"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""highness"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""doctor"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,73,10,54
1000,3,proximal-replay,3,",",accused,99,99,99,,2,3,0,0,,176,"[{""word"": ""accused"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""For"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Cursed"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""carriage"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""said"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,63
1000,3,proximal-replay,4,splendid,Lina,100,100,100,,2,2,0,0,,134,"[{""word"": ""Lina"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""vase"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""at"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""locked"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""terribly"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,72
1000,4,proximal-replay,1,",",uncontrollable,100,100,100,,2,3,0,0,,157,"[{""word"": ""uncontrollable"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Jimmy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""repeat"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""house"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fish"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,72
1000,4,proximal-replay,2,the,Thank,100,100,100,,2,3,0,0,,137,"[{""word"": ""Thank"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""breaking"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""mount"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""scoop"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""FINE"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,82,10,63
1000,4,proximal-replay,3,doctor,long,100,100,100,,2,2,0,0,,151,"[{""word"": ""long"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""dear"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""find"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""teach"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""'d"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,63
1000,4,proximal-replay,4,",",tell,100,100,100,,2,4,0,0,,202,"[{""word"": ""tell"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""Quicksilver"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""nothing"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""none"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""ceased"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,73,10,72
1000,5,proximal-replay,1,had,Anyhow,99,99,99,,2,2,0,0,,79,"[{""word"": ""Anyhow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Was"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""round-egg-sound"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sleep"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""lived"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,10,72
1000,5,proximal-replay,2,no,cheering,100,100,100,,2,4,0,0,,178,"[{""word"": ""cheering"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""around"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Grandfather"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Johnny"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""chop"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,72
1000,5,proximal-replay,3,chance,old,100,100,100,,2,4,0,0,,144,"[{""word"": ""old"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""think"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Bagheera"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Shall"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""remembering"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,72
1000,5,proximal-replay,4,after,reigned,100,100,100,,2,2,0,0,,117,"[{""word"": ""reigned"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""wandered"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Moe"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""ate"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""himself"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,63
1000,6,proximal-replay,1,old,coverings,99,99,99,,2,2,0,0,,129,"[{""word"": ""coverings"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Nobody"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""JUMP"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Thought"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""repenting"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,91,10,63
1000,6,proximal-replay,2,pictures,Shoes,100,100,100,,2,2,0,0,,160,"[{""word"": ""Shoes"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""spasm"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sensible"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""dwelt"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""herring"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,63
