input_index,input_timestamp,target_timestamp,target,prediction,persistence_prediction,daily_seasonal_prediction
11520,2017-10-24 00:00:00,2017-10-24 01:00:00,9.145000457763672,9.24876512063516,9.21500015258789,11.255999565124512
11521,2017-10-24 01:00:00,2017-10-24 02:00:00,9.496999740600586,9.430994330225763,9.145000457763672,11.888999938964846
11522,2017-10-24 02:00:00,2017-10-24 03:00:00,9.074999809265137,9.24876512063516,9.496999740600586,12.380999565124512
11523,2017-10-24 03:00:00,2017-10-24 04:00:00,8.722999572753906,9.24876512063516,9.074999809265137,11.326000213623047
11524,2017-10-24 04:00:00,2017-10-24 05:00:00,8.934000015258789,8.858273957226727,8.722999572753906,10.621999740600586
11525,2017-10-24 05:00:00,2017-10-24 06:00:00,8.86400032043457,9.24876512063516,8.934000015258789,9.496999740600586
11526,2017-10-24 06:00:00,2017-10-24 07:00:00,8.86400032043457,9.24876512063516,8.86400032043457,9.21500015258789
11527,2017-10-24 07:00:00,2017-10-24 08:00:00,9.425999641418457,9.24876512063516,8.86400032043457,9.425999641418457
11528,2017-10-24 08:00:00,2017-10-24 09:00:00,9.425999641418457,9.430994330225763,9.425999641418457,9.355999946594238
11529,2017-10-24 09:00:00,2017-10-24 10:00:00,9.708000183105467,9.430994330225763,9.425999641418457,10.762999534606934
11530,2017-10-24 10:00:00,2017-10-24 11:00:00,9.848999977111816,10.133878424360944,9.708000183105467,11.043999671936037
11531,2017-10-24 11:00:00,2017-10-24 12:00:00,10.0600004196167,9.24876512063516,9.848999977111816,11.255999565124512
11532,2017-10-24 12:00:00,2017-10-24 13:00:00,11.678000450134276,10.133878424360944,10.0600004196167,11.255999565124512
11533,2017-10-24 13:00:00,2017-10-24 14:00:00,12.170000076293945,12.034268752948657,11.678000450134276,11.395999908447266
11534,2017-10-24 14:00:00,2017-10-24 15:00:00,11.1850004196167,12.034268752948657,12.170000076293945,11.1850004196167
11535,2017-10-24 15:00:00,2017-10-24 16:00:00,11.043999671936037,10.133878424360944,11.1850004196167,11.326000213623047
11536,2017-10-24 16:00:00,2017-10-24 17:00:00,11.607000350952148,10.342140378178776,11.043999671936037,11.467000007629395
11537,2017-10-24 17:00:00,2017-10-24 18:00:00,10.973999977111816,12.034268752948657,11.607000350952148,10.552000045776367
