input_index,input_timestamp,target_timestamp,target,prediction,persistence_prediction,daily_seasonal_prediction
500,2016-07-21 20:00:00,2016-07-21 21:00:00,35.03300094604492,36.59037313639746,36.58000183105469,35.3849983215332
501,2016-07-21 21:00:00,2016-07-21 22:00:00,36.72100067138672,37.365663219142604,35.03300094604492,34.32899856567383
502,2016-07-21 22:00:00,2016-07-21 23:00:00,36.86199951171875,33.139081800306165,36.72100067138672,35.736000061035156
503,2016-07-21 23:00:00,2016-07-22 00:00:00,36.6510009765625,36.59037313639746,36.86199951171875,34.891998291015625
504,2016-07-22 00:00:00,2016-07-22 01:00:00,36.15800094604492,32.663904007655916,36.6510009765625,35.31399917602539
505,2016-07-22 01:00:00,2016-07-22 02:00:00,36.018001556396484,29.33765945910416,36.15800094604492,35.31399917602539
506,2016-07-22 02:00:00,2016-07-22 03:00:00,35.66600036621094,35.89011112617604,36.018001556396484,35.87699890136719
507,2016-07-22 03:00:00,2016-07-22 04:00:00,35.525001525878906,34.96476489838344,35.66600036621094,35.525001525878906
508,2016-07-22 04:00:00,2016-07-22 05:00:00,36.86199951171875,34.48958710573319,35.525001525878906,34.470001220703125
509,2016-07-22 05:00:00,2016-07-22 06:00:00,35.03300094604492,34.96476489838344,36.86199951171875,34.25899887084961
510,2016-07-22 06:00:00,2016-07-22 07:00:00,38.62099838256836,36.59037313639746,35.03300094604492,37.2140007019043
511,2016-07-22 07:00:00,2016-07-22 08:00:00,38.198001861572266,38.06592522936403,38.62099838256836,40.94200134277344
512,2016-07-22 08:00:00,2016-07-22 09:00:00,37.2140007019043,18.03342986552978,38.198001861572266,38.76100158691406
513,2016-07-22 09:00:00,2016-07-22 10:00:00,37.354000091552734,33.48921280541688,37.2140007019043,35.24399948120117
514,2016-07-22 10:00:00,2016-07-22 11:00:00,37.63600158691406,36.59037313639746,37.354000091552734,33.062999725341804
515,2016-07-22 11:00:00,2016-07-22 12:00:00,37.00299835205078,35.96513919869976,37.63600158691406,32.28900146484375
516,2016-07-22 12:00:00,2016-07-22 13:00:00,37.49499893188477,37.365663219142604,37.00299835205078,33.20399856567383
517,2016-07-22 13:00:00,2016-07-22 14:00:00,39.18299865722656,38.56611237952218,37.49499893188477,33.55599975585937
518,2016-07-22 14:00:00,2016-07-22 15:00:00,39.67599868774414,18.03342986552978,39.18299865722656,35.31399917602539
519,2016-07-22 15:00:00,2016-07-22 16:00:00,39.04299926757813,35.69003626611277,39.67599868774414,36.72100067138672
520,2016-07-22 16:00:00,2016-07-22 17:00:00,40.16799926757813,35.69003626611277,39.04299926757813,36.86199951171875
521,2016-07-22 17:00:00,2016-07-22 18:00:00,37.2140007019043,34.96476489838344,40.16799926757813,34.96200180053711
522,2016-07-22 18:00:00,2016-07-22 19:00:00,39.04299926757813,37.365663219142604,37.2140007019043,37.354000091552734
523,2016-07-22 19:00:00,2016-07-22 20:00:00,38.691001892089844,35.26487718847834,39.04299926757813,36.58000183105469
524,2016-07-22 20:00:00,2016-07-22 21:00:00,37.28400039672852,29.412687531627885,38.691001892089844,35.03300094604492
525,2016-07-22 21:00:00,2016-07-22 22:00:00,36.86199951171875,39.19134631721988,37.28400039672852,36.72100067138672
526,2016-07-22 22:00:00,2016-07-22 23:00:00,37.63600158691406,33.48921280541688,36.86199951171875,36.86199951171875
527,2016-07-22 23:00:00,2016-07-23 00:00:00,36.6510009765625,37.01553221403189,37.63600158691406,36.6510009765625
528,2016-07-23 00:00:00,2016-07-23 01:00:00,37.84700012207031,27.386929573487343,36.6510009765625,36.15800094604492
529,2016-07-23 01:00:00,2016-07-23 02:00:00,37.91699981689453,29.412687531627885,37.84700012207031,36.018001556396484
530,2016-07-23 02:00:00,2016-07-23 03:00:00,36.79100036621094,28.087191583708766,37.91699981689453,35.66600036621094
531,2016-07-23 03:00:00,2016-07-23 04:00:00,35.173999786376946,35.53998012106533,36.79100036621094,35.525001525878906
532,2016-07-23 04:00:00,2016-07-23 05:00:00,35.173999786376946,34.48958710573319,35.173999786376946,36.86199951171875
533,2016-07-23 05:00:00,2016-07-23 06:00:00,36.72100067138672,35.189849115954615,35.173999786376946,35.03300094604492
534,2016-07-23 06:00:00,2016-07-23 07:00:00,38.902000427246094,29.90037000303209,36.72100067138672,38.62099838256836
535,2016-07-23 07:00:00,2016-07-23 08:00:00,41.222999572753906,40.94200134277344,38.902000427246094,38.198001861572266
536,2016-07-23 08:00:00,2016-07-23 09:00:00,40.73099899291992,38.76618723958545,41.222999572753906,37.2140007019043
537,2016-07-23 09:00:00,2016-07-23 10:00:00,39.95700073242188,33.48921280541688,40.73099899291992,37.354000091552734
538,2016-07-23 10:00:00,2016-07-23 11:00:00,37.28400039672852,33.43919409040106,39.95700073242188,37.63600158691406
539,2016-07-23 11:00:00,2016-07-23 12:00:00,36.58000183105469,35.96513919869976,37.28400039672852,37.00299835205078
540,2016-07-23 12:00:00,2016-07-23 13:00:00,38.83200073242188,37.365663219142604,36.58000183105469,37.49499893188477
541,2016-07-23 13:00:00,2016-07-23 14:00:00,40.027000427246094,39.19134631721988,38.83200073242188,39.18299865722656
542,2016-07-23 14:00:00,2016-07-23 15:00:00,41.012001037597656,39.616505394854315,40.027000427246094,39.67599868774414
543,2016-07-23 15:00:00,2016-07-23 16:00:00,41.222999572753906,35.53998012106533,41.012001037597656,39.04299926757813
544,2016-07-23 16:00:00,2016-07-23 17:00:00,40.37900161743164,40.74192648271017,41.222999572753906,40.16799926757813
545,2016-07-23 17:00:00,2016-07-23 18:00:00,38.83200073242188,34.96476489838344,40.37900161743164,37.2140007019043
546,2016-07-23 18:00:00,2016-07-23 19:00:00,39.11299896240234,39.06629952968034,38.83200073242188,39.04299926757813
547,2016-07-23 19:00:00,2016-07-23 20:00:00,38.83200073242188,33.139081800306165,39.11299896240234,38.691001892089844
548,2016-07-23 20:00:00,2016-07-23 21:00:00,38.40900039672852,39.11631824469616,38.83200073242188,37.28400039672852
549,2016-07-23 21:00:00,2016-07-23 22:00:00,38.26900100708008,36.740429281444904,38.40900039672852,36.86199951171875
550,2016-07-23 22:00:00,2016-07-23 23:00:00,38.198001861572266,33.48921280541688,38.26900100708008,37.63600158691406
551,2016-07-23 23:00:00,2016-07-24 00:00:00,38.26900100708008,38.84121531210917,38.198001861572266,36.6510009765625
552,2016-07-24 00:00:00,2016-07-24 01:00:00,38.40900039672852,26.036424268060316,38.26900100708008,37.84700012207031
553,2016-07-24 01:00:00,2016-07-24 02:00:00,37.63600158691406,31.73855777986332,38.40900039672852,37.91699981689453
