checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_rank,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
1000,1,neural,1,would,roar,100,100,100,True,2,3,0,0,,122,"[{""word"": ""roar"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""will"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hopelessly"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ogress"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""priest"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,0
1000,1,neural,2,want,passed,100,100,100,True,2,2,0,0,,89,"[{""word"": ""passed"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""oranges"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""UNC"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""FLYING"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""many"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,100,0
1000,1,neural,3,to,Quite,100,100,100,True,2,3,0,0,,131,"[{""word"": ""Quite"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""cottage"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""river"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""priest"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""prayer"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,100,100,0
1000,1,neural,4,see,development,99,99,99,True,2,2,0,0,,110,"[{""word"": ""development"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""married"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""grim"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Ismay"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""wore"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,100,0
1000,2,neural,1,over,Sun,100,100,100,True,2,2,0,0,,79,"[{""word"": ""Sun"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""simply"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""mistress"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""hearth"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""stopped"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,10,0
1000,2,neural,2,our,another,100,100,100,True,1,2,0,0,,71,"[{""word"": ""another"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""Jack"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""arrived"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""choice"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""loved"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,100,0
1000,2,neural,3,heads,who,100,100,100,True,1,3,1,1,35,115,"[{""word"": ""who"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""May"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""went"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Beautiful"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""color"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,100,0
1000,2,neural,4,.,anybody,99,99,99,True,2,2,0,0,,136,"[{""word"": ""anybody"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""carrying"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""child"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""white"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Davis"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,100,100,0
1000,3,neural,1,a,independent,100,100,100,True,2,2,0,0,,129,"[{""word"": ""independent"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""gallant"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bought"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""spasm"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Consider"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,91,10,0
1000,3,neural,2,woman,farewell,99,99,99,True,2,3,0,0,,73,"[{""word"": ""farewell"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""younger"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""drank"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""brownie"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""silver"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,100,100,0
