fixture,artifact,present_before,present_after,raw_byte_equal,scientific_content_equal,before_sha256,after_sha256,before_content_sha256,after_content_sha256,difference_reason
segment_reinforcement,segment_reinforcement_event_trace.csv.gz,True,True,False,True,4678c4b7bbce0b4219ff03acf68d95e2160b9828d5178cc09f0d3d9d45d108d5,1b9c90d8869969f10c37bdf4985ac8ad02499d7c29bb61b2e968309e407b57b7,792bad9f92f88f81b40416b5f20eebbfea949d923fa82678c6aabc0146eba805,792bad9f92f88f81b40416b5f20eebbfea949d923fa82678c6aabc0146eba805,gzip_header_metadata_only
segment_reinforcement,segment_reinforcement_protocol.json,True,True,True,True,c209c568c1343108090358526761c0c9b79b40a7c7be34ec27d3b249c2ffb1aa,c209c568c1343108090358526761c0c9b79b40a7c7be34ec27d3b249c2ffb1aa,c209c568c1343108090358526761c0c9b79b40a7c7be34ec27d3b249c2ffb1aa,c209c568c1343108090358526761c0c9b79b40a7c7be34ec27d3b249c2ffb1aa,
actual_branch_provenance,actual_branch_event_trace.csv,True,True,True,True,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,
actual_branch_provenance,actual_branch_provenance_protocol.json,True,True,True,True,98d428e4fc2b3d7467880507256b9723ebff28ed551a73f073531d1718229640,98d428e4fc2b3d7467880507256b9723ebff28ed551a73f073531d1718229640,98d428e4fc2b3d7467880507256b9723ebff28ed551a73f073531d1718229640,98d428e4fc2b3d7467880507256b9723ebff28ed551a73f073531d1718229640,
actual_branch_provenance,actual_branch_registry.csv,True,True,True,True,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,
actual_branch_provenance,actual_branch_segment_trace.csv,True,True,True,True,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,
actual_branch_provenance,actual_lineage_event_trace.csv,True,True,True,True,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,
actual_branch_provenance,actual_lineage_registry.csv,True,True,True,True,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,
match_overlap,match_overlap_column_trace.csv,True,True,True,True,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,
match_overlap,match_overlap_protocol.json,True,True,True,True,9d03b23cc3328b39c60257e025df3aa3abea566d43753fed2a1395742e666d62,9d03b23cc3328b39c60257e025df3aa3abea566d43753fed2a1395742e666d62,9d03b23cc3328b39c60257e025df3aa3abea566d43753fed2a1395742e666d62,9d03b23cc3328b39c60257e025df3aa3abea566d43753fed2a1395742e666d62,
match_overlap,match_overlap_segment_trace.csv.gz,True,True,False,True,eb72c98664d28a9a0e987edb4d72aa19e7d36ac6c2f7a6089378106de6c0e98a,98d5cdd53602318a485834de59e301f686d1934660cab621f5436dd814dd18bb,a876f0bdd70452bd4cb00bb1d522a9e52a4a6caf3b27d3d5d8be35e2f27c80f0,a876f0bdd70452bd4cb00bb1d522a9e52a4a6caf3b27d3d5d8be35e2f27c80f0,gzip_header_metadata_only
