fixture,artifact,present_before,present_after,raw_byte_equal,scientific_content_equal,before_sha256,after_sha256,before_content_sha256,after_content_sha256,difference_reason
segment_reinforcement,segment_reinforcement_event_trace.csv.gz,True,True,False,True,9e2e4bb8054e9628860b738d1ba8135a494b207f3f017610512d0f0f0d9d3c02,150a7f042e165bd6b23df1dcea5f98df126598c84b975c9289b4cad5a3e19582,792bad9f92f88f81b40416b5f20eebbfea949d923fa82678c6aabc0146eba805,792bad9f92f88f81b40416b5f20eebbfea949d923fa82678c6aabc0146eba805,gzip_header_metadata_only
segment_reinforcement,segment_reinforcement_protocol.json,True,True,True,True,99032da744869154140f76897f75000ebe17f55957de6c2689ff59187ea8a630,99032da744869154140f76897f75000ebe17f55957de6c2689ff59187ea8a630,99032da744869154140f76897f75000ebe17f55957de6c2689ff59187ea8a630,99032da744869154140f76897f75000ebe17f55957de6c2689ff59187ea8a630,
actual_branch_provenance,actual_branch_event_trace.csv,True,True,True,True,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,d9129b2e2d05a31ef00e7ff0b0b17a0ee9b899478f1aada01183efcb13ae321c,
actual_branch_provenance,actual_branch_provenance_protocol.json,True,True,True,True,e5236fbfeba012f74cdb84e3ca0f35048a7853345733aa9cb343d595991f9415,e5236fbfeba012f74cdb84e3ca0f35048a7853345733aa9cb343d595991f9415,e5236fbfeba012f74cdb84e3ca0f35048a7853345733aa9cb343d595991f9415,e5236fbfeba012f74cdb84e3ca0f35048a7853345733aa9cb343d595991f9415,
actual_branch_provenance,actual_branch_registry.csv,True,True,True,True,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,312b7860ebf843f052cce7613e177f976f483b682b203bdcc4ef547268eabe20,
actual_branch_provenance,actual_branch_segment_trace.csv,True,True,True,True,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,0830e1525269553d27d3737e1b9a074a1f642d804c6a6d098d046bae559a3a55,
actual_branch_provenance,actual_lineage_event_trace.csv,True,True,True,True,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,f39855e5379be8ad4091546641a2a62a1ce1d733006b8a31c135d59fe26d1d18,
actual_branch_provenance,actual_lineage_registry.csv,True,True,True,True,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,fc43fb638daa1765b9c32ca75c32dfbb9e31254f753c0940894455b6171ababc,
match_overlap,match_overlap_column_trace.csv,True,True,True,True,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,11c334c1773492c455131f5e7259823833c7f54caae038a2fb0de6ad58725faa,
match_overlap,match_overlap_protocol.json,True,True,True,True,6af48aa37b1408fa49f6c3fd8338dd16ad332a3af06d817f852685c2e0606abb,6af48aa37b1408fa49f6c3fd8338dd16ad332a3af06d817f852685c2e0606abb,6af48aa37b1408fa49f6c3fd8338dd16ad332a3af06d817f852685c2e0606abb,6af48aa37b1408fa49f6c3fd8338dd16ad332a3af06d817f852685c2e0606abb,
match_overlap,match_overlap_segment_trace.csv.gz,True,True,False,True,ff18860a7e61cc4d7f1c9849cc9204061693399c5d1dff4ac9fae93b05b18d9c,ff1a39a248223be84c54d88bb70652f6a912e411e11b606e74b5b678e437d434,a876f0bdd70452bd4cb00bb1d522a9e52a4a6caf3b27d3d5d8be35e2f27c80f0,a876f0bdd70452bd4cb00bb1d522a9e52a4a6caf3b27d3d5d8be35e2f27c80f0,gzip_header_metadata_only
