diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,1,1->2,``,I,100,10,9,81,88,88,88,76,,0,0,False,Old,False,88.0,9.738636363636363,10.0,0.0,0.056818181818181816,0.9431818181818182,1.3329569068033669
nonpaper diagnostic,1,2->3,I,did,91,10,7,63,95,95,95,83,,0,0,False,good,False,95.0,8.705263157894738,9.0,0.0,0.010526315789473684,0.9894736842105263,1.2746520344588637
nonpaper diagnostic,1,3->4,did,not,73,10,4,38,33,33,33,65,1,3,3,True,not,True,33.0,5.121212121212121,4.0,0.0,0.18181818181818182,0.8181818181818182,0.5570325458496365
nonpaper diagnostic,1,4->5,not,think,46,10,6,57,49,49,49,77,4,2,2,True,a,False,49.0,5.1020408163265305,5.0,0.0,0.04081632653061224,0.9591836734693877,0.4740834435304588
nonpaper diagnostic,1,5->6,think,you,64,10,3,29,60,60,60,80,1,5,5,True,you,True,60.0,6.55,6.0,0.0,0.016666666666666666,0.9833333333333333,0.8628609357960251
nonpaper diagnostic,1,6->7,you,would,37,10,0,0,68,68,68,73,,0,0,False,and,False,68.0,5.176470588235294,4.0,0.0,0.14705882352941177,0.8529411764705882,0.6178856057054352
nonpaper diagnostic,2,1->2,The,Great,100,10,7,63,88,88,88,68,,0,0,False,Princess,False,88.0,8.681818181818182,10.0,0.0,0.045454545454545456,0.9545454545454546,1.3188784877251605
nonpaper diagnostic,2,2->3,Great,Square,73,10,6,54,71,71,71,83,1,2,3,True,Square,True,71.0,5.887323943661972,6.0,0.0,0.11267605633802817,0.8873239436619719,1.0633062825369874
nonpaper diagnostic,2,3->4,Square,of,64,10,6,54,65,65,65,42,,0,0,False,last,False,65.0,7.369230769230769,6.0,0.0,0.0,1.0,1.328473640648052
nonpaper diagnostic,2,4->5,of,Pegasus,64,10,6,54,74,74,74,67,,0,0,False,the,False,74.0,7.72972972972973,6.0,0.0,0.02702702702702703,0.972972972972973,1.2652737548615598
nonpaper diagnostic,2,5->6,Pegasus,was,64,10,6,54,57,57,57,83,3,2,3,True,does,False,57.0,5.491228070175438,5.0,0.0,0.15789473684210525,0.8421052631578947,1.505714123649047
nonpaper diagnostic,2,6->7,was,over,64,10,0,0,83,83,83,89,2,2,4,True,Bull,False,83.0,7.168674698795181,7.0,0.0,0.0,1.0,0.8367449757365807
nonpaper diagnostic,3,1->2,A,moment,100,10,5,45,60,60,60,49,33,1,2,True,sable,False,60.0,7.333333333333333,9.0,0.0,0.06666666666666667,0.9333333333333333,1.2279667761258481
nonpaper diagnostic,3,2->3,moment,before,55,10,3,29,15,15,15,40,1,7,7,True,before,True,15.0,6.266666666666667,5.0,0.0,0.26666666666666666,0.7333333333333333,0.8162217677038713
nonpaper diagnostic,3,3->4,before,she,37,10,0,0,30,30,30,67,1,6,6,True,she,True,30.0,6.333333333333333,4.5,0.0,0.13333333333333333,0.8666666666666667,0.7722640676497637
nonpaper diagnostic,3,4->5,she,had,10,10,1,10,9,9,9,63,1,9,9,True,had,True,9.0,10.0,10.0,0.0,0.0,1.0,1.4395305183635614
nonpaper diagnostic,3,5->6,had,been,19,10,1,9,35,35,35,77,1,5,5,True,been,True,35.0,7.457142857142857,7.0,0.0,0.02857142857142857,0.9714285714285714,0.9480625423229078
nonpaper diagnostic,3,6->7,been,a,19,10,0,0,10,10,10,56,1,7,7,True,a,True,10.0,8.7,10.0,0.0,0.1,0.9,1.1065437575207135
