diagnostic_label,sentence_index,phase,step,selection,selected_event_count,distinct_creation_transitions,maximum_same_origin_events,provenance_coherent_fraction,branch_entropy,source_coherence,minimum_source_jaccard,matches_historical_winner_set,raw_predicted_columns,burst_columns,burst_cells,active_cells_after_observe,winners_after_observe,beam_width,lambda_coherence,lambda_support,decoded_correct,expected_word_present,propagated_columns
nonpaper diagnostic,1,cue,1,raw,5,1,5,0.5,0.0,1.0,1.0,False,30,5,48,55,10,,,,,,
nonpaper diagnostic,1,cue,2,raw,4,1,4,0.4,0.0,1.0,1.0,False,36,6,56,64,10,,,,,,
nonpaper diagnostic,1,cue,3,raw,9,1,9,0.9,0.0,1.0,1.0,False,16,1,10,19,10,,,,,,
nonpaper diagnostic,1,cue,4,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,1,cue,5,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,1,suffix,1,raw,9,1,9,0.9,0.0,1.0,1.0,False,9,,,,,1,0.0,0.0,True,True,9
nonpaper diagnostic,1,suffix,2,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,1,suffix,3,raw,7,1,7,0.7,0.0,1.0,1.0,False,7,,,,,1,0.0,0.0,True,True,7
nonpaper diagnostic,1,suffix,4,raw,10,1,10,1.0,0.0,1.0,1.0,False,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,2,cue,1,raw,9,1,9,0.9,0.0,1.0,1.0,False,19,1,9,19,10,,,,,,
nonpaper diagnostic,2,cue,2,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,2,cue,3,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,2,cue,4,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,2,cue,5,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,2,suffix,1,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,2,suffix,2,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,2,suffix,3,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,2,suffix,4,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,3,cue,1,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,3,cue,2,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,3,cue,3,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,3,cue,4,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,3,cue,5,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,3,suffix,1,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,3,suffix,2,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,3,suffix,3,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,1,0.0,0.0,True,True,10
nonpaper diagnostic,3,suffix,4,raw,10,1,10,1.0,0.0,1.0,1.0,False,8,,,,,1,0.0,0.0,True,True,8
nonpaper diagnostic,4,cue,1,raw,10,1,10,1.0,0.0,1.0,1.0,True,11,0,0,10,10,,,,,,
nonpaper diagnostic,4,cue,2,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,4,cue,3,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
nonpaper diagnostic,4,cue,4,raw,10,1,10,1.0,0.0,1.0,1.0,True,10,0,0,10,10,,,,,,
