diagnostic_label,sentences,scenario,target_column,target_neuron,segment_identity,contributing_synapse_count,mean_weight_before,mean_weight_after,reinforcement_number,contribution_mode,prediction_candidate_identity,prediction_crossing_time,actual_positive_synapse_count,actual_positive_weakened_count,strengthened_synapse_count,weakened_synapse_count
nonpaper diagnostic,100,scenario1,81,0,2585828931776,10,0.49000000000000005,0.59,1,continuous-causal,2585847805040,1.0061145019531248,10,0,10,0
nonpaper diagnostic,100,scenario1,78,8,2585801776912,10,0.5,0.6,1,continuous-causal,2585846163376,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,23,6,2585801777104,10,0.5,0.6,1,continuous-causal,2585846166016,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,12,0,2585801778928,10,0.5,0.6,1,continuous-causal,2585846163328,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,57,1,2585801777680,10,0.5,0.6,1,continuous-causal,2585846165824,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,38,0,2585801780176,10,0.5,0.6,1,continuous-causal,2585846166064,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,18,8,2585801781136,10,0.5,0.6,1,continuous-causal,2585846166112,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,11,1,2585801783104,10,0.5,0.6,1,continuous-causal,2585846166160,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,68,2,2585801783632,10,0.5,0.6,1,continuous-causal,2585846166208,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,88,3,2585801782816,10,0.5,0.6,1,continuous-causal,2585846162656,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,81,4,2585801784304,10,0.5,0.6,1,continuous-causal,2585846162704,1.005966796875,10,0,10,0
nonpaper diagnostic,100,scenario1,72,0,2585804870464,10,0.49000000000000005,0.59,1,continuous-causal,2585868934016,0.8394478352864583,10,0,10,0
nonpaper diagnostic,100,scenario1,96,5,2585815564464,10,0.41999999999999993,0.5199999999999999,1,continuous-causal,2585872543968,1.0074072265625,10,0,10,0
nonpaper diagnostic,100,scenario1,47,6,2585861966640,10,0.49000000000000005,0.59,1,continuous-causal,2585893134864,0.6727811686197918,10,0,10,0
nonpaper diagnostic,100,scenario1,86,6,2585805815776,10,0.5,0.6,1,continuous-causal,2585905059536,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,34,9,2585805814768,10,0.5,0.6,1,continuous-causal,2585905060208,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,43,8,2585807356272,10,0.5,0.6,1,continuous-causal,2585905057328,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,11,8,2585807360064,10,0.5,0.6,1,continuous-causal,2585905059584,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,39,2,2585807359440,10,0.5,0.6,1,continuous-causal,2585905059632,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,42,4,2585807358336,10,0.5,0.6,1,continuous-causal,2585905059680,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,1,1,2585807360256,10,0.5,0.6,1,continuous-causal,2585905059728,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,52,4,2585807362272,10,0.5,0.6,1,continuous-causal,2585905059776,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,97,9,2585807362944,10,0.5,0.6,1,continuous-causal,2585905059824,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,15,2,2585807364768,10,0.5,0.6,1,continuous-causal,2585905063712,1.005966796875,10,0,10,0
nonpaper diagnostic,100,scenario1,32,3,2585826933744,10,0.49000000000000005,0.59,1,continuous-causal,2585859058592,0.7838922797309029,10,0,10,0
nonpaper diagnostic,100,scenario1,17,1,2585885738672,10,0.5,0.6,1,continuous-causal,2585868936320,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,57,2,2585802019216,10,0.471,0.571,1,continuous-causal,2585859224448,0.6730839029947917,10,0,10,0
nonpaper diagnostic,100,scenario1,41,0,2585844393712,10,0.5,0.6,1,continuous-causal,2585859172416,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,64,9,2585858385504,10,0.45,0.5499999999999999,1,continuous-causal,2585876829664,0.5067907714843751,10,0,10,0
nonpaper diagnostic,100,scenario1,81,9,2585858376288,10,0.45,0.5499999999999999,1,continuous-causal,2585876828608,0.5623463270399307,10,0,10,0
nonpaper diagnostic,100,scenario1,97,3,2585858376624,10,0.45,0.5499999999999999,1,continuous-causal,2585876827696,0.6179018825954863,10,0,10,0
nonpaper diagnostic,100,scenario1,43,1,2585858584656,10,0.45,0.5499999999999999,1,continuous-causal,2585876828992,0.6734574381510416,10,0,10,0
nonpaper diagnostic,100,scenario1,24,3,2585858581200,10,0.45,0.5499999999999999,1,continuous-causal,2585876829712,0.7845685492621528,10,0,10,0
nonpaper diagnostic,100,scenario1,4,7,2585858390688,10,0.5,0.6,1,continuous-causal,2585876744480,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,97,7,2585858387568,10,0.5,0.6,1,continuous-causal,2585876744432,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,70,5,2585858386752,10,0.5,0.6,1,continuous-causal,2585876745728,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,78,9,2585858386032,10,0.5,0.6,1,continuous-causal,2585876744528,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,65,9,2585858377296,10,0.5,0.6,1,continuous-causal,2585876744576,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,72,7,2585858582928,10,0.5,0.6,1,continuous-causal,2585876746928,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,61,1,2585858578560,10,0.5,0.6,1,continuous-causal,2585876746976,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,18,4,2585858577456,10,0.5,0.6,1,continuous-causal,2585876744384,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,24,6,2585858576352,10,0.5,0.6,1,continuous-causal,2585876745008,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,23,9,2585858575728,10,0.5,0.6,1,continuous-causal,2585876745056,1.005966796875,10,0,10,0
nonpaper diagnostic,100,scenario1,24,5,2585803997312,10,0.5,0.6,1,continuous-causal,2585876555216,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,3,5,2585803999952,10,0.5,0.6,1,continuous-causal,2585876555360,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,99,5,2585828924768,10,0.3999999999999999,0.4999999999999999,1,continuous-causal,2585877205104,0.5078857421875,10,0,10,0
nonpaper diagnostic,100,scenario1,6,3,2585828925632,10,0.3999999999999999,0.4999999999999999,1,continuous-causal,2585877204048,0.6189968532986112,10,0,10,0
nonpaper diagnostic,100,scenario1,13,5,2585828931008,10,0.3999999999999999,0.4999999999999999,1,continuous-causal,2585877204624,0.8412190755208333,10,0,10,0
nonpaper diagnostic,100,scenario1,68,5,2585828932448,20,0.582,0.6819999999999999,1,continuous-causal,2585877205008,0.8911899142795137,20,0,20,0
