diagnostic_label,sentences,scenario,target_column,target_neuron,segment_identity,contributing_synapse_count,mean_weight_before,mean_weight_after,reinforcement_number,contribution_mode,prediction_candidate_identity,prediction_crossing_time,actual_positive_synapse_count,actual_positive_weakened_count,strengthened_synapse_count,weakened_synapse_count
nonpaper diagnostic,100,scenario1,81,0,1819319730000,10,0.49000000000000005,0.59,1,arrival-window,1819336963328,1.0061145019531248,10,0,10,0
nonpaper diagnostic,100,scenario1,78,8,1819292590512,10,0.5,0.6,1,arrival-window,1819336337952,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,23,6,1819292589408,10,0.5,0.6,1,arrival-window,1819336338048,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,12,0,1819292589792,10,0.5,0.6,1,arrival-window,1819336337904,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,57,1,1819292592288,10,0.5,0.6,1,arrival-window,1819336337232,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,38,0,1819292593248,10,0.5,0.6,1,arrival-window,1819336338096,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,18,8,1819292595216,10,0.5,0.6,1,arrival-window,1819336336368,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,11,1,1819292595744,10,0.5,0.6,1,arrival-window,1819336336416,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,68,2,1819292594928,10,0.5,0.6,1,arrival-window,1819336336464,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,88,3,1819292596368,10,0.5,0.6,1,arrival-window,1819336336512,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,81,4,1819292598144,10,0.5,0.6,1,arrival-window,1819336337424,1.005966796875,10,0,10,0
nonpaper diagnostic,100,scenario1,72,0,1819295683488,10,0.49000000000000005,0.59,1,arrival-window,1819358469760,0.8394478352864583,10,0,10,0
nonpaper diagnostic,100,scenario1,96,5,1819306378448,10,0.41999999999999993,0.5199999999999999,1,arrival-window,1819370532176,1.0074072265625,10,0,10,0
nonpaper diagnostic,100,scenario1,47,6,1819351288336,10,0.49000000000000005,0.59,1,arrival-window,1819383736192,0.6727811686197918,10,0,10,0
nonpaper diagnostic,100,scenario1,86,6,1819296610448,10,0.5,0.6,1,arrival-window,1819393071712,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,34,9,1819296612032,10,0.5,0.6,1,arrival-window,1819393071616,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,43,8,1819298171168,10,0.5,0.6,1,arrival-window,1819393068448,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,11,8,1819298170208,10,0.5,0.6,1,arrival-window,1819393071760,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,39,2,1819298172128,10,0.5,0.6,1,arrival-window,1819393071808,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,42,4,1819298172320,10,0.5,0.6,1,arrival-window,1819393071856,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,1,1,1819298175344,10,0.5,0.6,1,arrival-window,1819393071904,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,52,4,1819298175008,10,0.5,0.6,1,arrival-window,1819393071952,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,97,9,1819298174336,10,0.5,0.6,1,arrival-window,1819393072000,0.9504112413194445,10,0,10,0
