diagnostic_label,sentences,scenario,target_column,target_neuron,segment_identity,contributing_synapse_count,mean_weight_before,mean_weight_after,reinforcement_number,contribution_mode,prediction_candidate_identity,prediction_crossing_time,actual_positive_synapse_count,actual_positive_weakened_count,strengthened_synapse_count,weakened_synapse_count
nonpaper diagnostic,20,scenario1,81,0,2098322911936,10,0.49000000000000005,0.59,1,continuous-causal,2098251556208,1.0061145019531248,10,0,10,0
nonpaper diagnostic,20,scenario1,78,8,2098251065552,10,0.5,0.6,1,continuous-causal,2098251558608,0.5059667968750001,10,0,10,0
nonpaper diagnostic,20,scenario1,23,6,2098251066608,10,0.5,0.6,1,continuous-causal,2098251549776,0.5615223524305557,10,0,10,0
nonpaper diagnostic,20,scenario1,12,0,2098251067664,10,0.5,0.6,1,continuous-causal,2098251549728,0.6170779079861113,10,0,10,0
nonpaper diagnostic,20,scenario1,57,1,2098251068720,10,0.5,0.6,1,continuous-causal,2098251549824,0.6726334635416666,10,0,10,0
nonpaper diagnostic,20,scenario1,38,0,2098251069776,10,0.5,0.6,1,continuous-causal,2098251549680,0.7281890190972222,10,0,10,0
nonpaper diagnostic,20,scenario1,18,8,2098251055520,10,0.5,0.6,1,continuous-causal,2098251549872,0.7837445746527778,10,0,10,0
nonpaper diagnostic,20,scenario1,11,1,2098251056432,10,0.5,0.6,1,continuous-causal,2098251549920,0.8393001302083334,10,0,10,0
nonpaper diagnostic,20,scenario1,68,2,2098251057488,10,0.5,0.6,1,continuous-causal,2098251549968,0.894855685763889,10,0,10,0
nonpaper diagnostic,20,scenario1,88,3,2098251058544,10,0.5,0.6,1,continuous-causal,2098251550016,0.9504112413194445,10,0,10,0
nonpaper diagnostic,20,scenario1,81,4,2098251059600,10,0.5,0.6,1,continuous-causal,2098251550064,1.005966796875,10,0,10,0
nonpaper diagnostic,20,scenario1,72,0,2098297391344,10,0.49000000000000005,0.59,1,continuous-causal,2098257537088,0.8394478352864583,10,0,10,0
