diagnostic_label,sentences,scenario,target_column,target_neuron,segment_identity,contributing_synapse_count,mean_weight_before,mean_weight_after,reinforcement_number,contribution_mode,prediction_candidate_identity,prediction_crossing_time,actual_positive_synapse_count,actual_positive_weakened_count,strengthened_synapse_count,weakened_synapse_count
nonpaper diagnostic,20,scenario1,81,0,2098297067168,10,0.49000000000000005,0.59,1,arrival-window,2098306431072,1.0061145019531248,10,0,10,0
nonpaper diagnostic,20,scenario1,78,8,2098256911856,10,0.5,0.6,1,arrival-window,2098306362464,0.5059667968750001,10,0,10,0
nonpaper diagnostic,20,scenario1,23,6,2098256910752,10,0.5,0.6,1,arrival-window,2098306362560,0.5615223524305557,10,0,10,0
nonpaper diagnostic,20,scenario1,12,0,2098256913728,10,0.5,0.6,1,arrival-window,2098306362416,0.6170779079861113,10,0,10,0
nonpaper diagnostic,20,scenario1,57,1,2098256914592,10,0.5,0.6,1,arrival-window,2098306362032,0.6726334635416666,10,0,10,0
nonpaper diagnostic,20,scenario1,38,0,2098256915168,10,0.5,0.6,1,arrival-window,2098306362608,0.7281890190972222,10,0,10,0
nonpaper diagnostic,20,scenario1,18,8,2098256915792,10,0.5,0.6,1,arrival-window,2098306362656,0.7837445746527778,10,0,10,0
nonpaper diagnostic,20,scenario1,11,1,2098256915984,10,0.5,0.6,1,arrival-window,2098306362704,0.8393001302083334,10,0,10,0
nonpaper diagnostic,20,scenario1,68,2,2098256916128,10,0.5,0.6,1,arrival-window,2098306362752,0.894855685763889,10,0,10,0
nonpaper diagnostic,20,scenario1,88,3,2098256919008,10,0.5,0.6,1,arrival-window,2098306362800,0.9504112413194445,10,0,10,0
nonpaper diagnostic,20,scenario1,81,4,2098256920256,10,0.5,0.6,1,arrival-window,2098306362848,1.005966796875,10,0,10,0
nonpaper diagnostic,20,scenario1,72,0,2098274373312,10,0.49000000000000005,0.59,1,arrival-window,2098242341392,0.8394478352864583,10,0,10,0
nonpaper diagnostic,20,scenario1,96,5,2098225097200,10,0.41999999999999993,0.5199999999999999,1,arrival-window,2098242881344,1.0074072265625,10,0,10,0
