input_index,input_timestamp,target_timestamp,target,prediction,predicted_day,predicted_slot,absolute_error,normalized_absolute_error,rolling_mape
1501,2014-08-01 06:00:00,2014-08-01 08:30:00,19462.0,27193.347193347192,2.8967336619926485,9.120321062889905,7731.347193347192,0.5166374681495337,0.5166374681495337
1502,2014-08-01 06:30:00,2014-08-01 09:00:00,18581.0,27193.347193347192,1.416435531371207,7.013813965201326,8612.347193347192,0.5755091755062285,0.546073321827881
1503,2014-08-01 07:00:00,2014-08-01 09:30:00,18123.0,27193.347193347192,6.9051041820953065,19.059951964767574,9070.347193347192,0.6061144444839427,0.5660870293799016
1504,2014-08-01 07:30:00,2014-08-01 10:00:00,16476.0,27193.347193347192,6.7152046050524135,21.469159222099393,10717.347193347192,0.7161731300872074,0.603608554556728
1505,2014-08-01 08:00:00,2014-08-01 10:30:00,16964.0,27193.347193347192,2.6625790570120933,8.361611590386065,10229.347193347192,0.6835631491677215,0.6195994734789267
1506,2014-08-01 08:30:00,2014-08-01 11:00:00,16009.0,27193.347193347192,2.9757345052931523,9.348258852431861,11184.347193347192,0.7473798126474531,0.6408961966736811
1507,2014-08-01 09:00:00,2014-08-01 11:30:00,16890.0,27193.347193347192,1.4711115857214627,20.8660807938922,10303.347193347192,0.6885081052907583,0.6476978979046922
1508,2014-08-01 09:30:00,2014-08-01 12:00:00,17069.0,27193.347193347192,1.9272121465861671,19.319839637817935,10124.347193347192,0.6765466573715208,0.6513039928380457
1509,2014-08-01 10:00:00,2014-08-01 12:30:00,16779.0,27193.347193347192,2.2335161025828993,9.45223729505632,10414.347193347192,0.6959255394753135,0.6562619424644087
1510,2014-08-01 10:30:00,2014-08-01 13:00:00,16654.0,27193.347193347192,1.9970588241101013,8.033342627550763,10539.347193347192,0.7042785058993621,0.6610635988079041
1511,2014-08-01 11:00:00,2014-08-01 13:30:00,16580.0,8440.74844074844,0.9902457023743511,20.92680197396702,8139.251559251559,0.54389515993051,0.6504119225463229
1512,2014-08-01 11:30:00,2014-08-01 14:00:00,17407.0,27193.347193347192,2.4887670187009223,8.016771598135108,9786.347193347192,0.6539602361608932,0.6507076153475371
1513,2014-08-01 12:00:00,2014-08-01 14:30:00,17037.0,27193.347193347192,2.8478252834970657,8.361611590386065,10156.347193347192,0.6786850167760772,0.6528597231497325
1514,2014-08-01 12:30:00,2014-08-01 15:00:00,16651.0,27193.347193347192,1.944010223189546,8.538505606778918,10542.347193347192,0.7044789770935393,0.6565468127171473
