input_index,input_timestamp,target_timestamp,target,prediction,predicted_day,predicted_slot,absolute_error,normalized_absolute_error,rolling_mape
201,2014-07-05 04:00:00,2014-07-05 06:30:00,3148.0,7609.147609147609,5.494658107713449,10.998236454361084,4461.147609147609,0.3278392696523335,0.3278392696523335
202,2014-07-05 04:30:00,2014-07-05 07:00:00,3658.0,15744.975744975745,5.939688725098797,14.496773161711777,12086.975744975745,0.8882434852442485,0.6080413774482909
203,2014-07-05 05:00:00,2014-07-05 07:30:00,4345.0,8149.68814968815,2.128753297917739,10.313932133999522,3804.6881496881497,0.2795976043677644,0.4985601197547821
204,2014-07-05 05:30:00,2014-07-05 08:00:00,4682.0,19002.079002079,5.85385047822081,19.220809955567617,14320.079002079001,1.0523490036014096,0.637007340716439
205,2014-07-05 06:00:00,2014-07-05 08:30:00,6248.0,13478.863478863479,5.0821832319117,5.279389454517357,7230.863478863479,0.5313791897415556,0.6158817105214623
206,2014-07-05 06:30:00,2014-07-05 09:00:00,7454.0,24823.284823284823,5.909812916460351,37.10904895536208,17369.284823284823,1.2764279843986317,0.7259727561676572
207,2014-07-05 07:00:00,2014-07-05 09:30:00,9010.0,8149.68814968815,6.119829362094448,18.281572354129732,860.3118503118503,0.0632222991458861,0.6312941194502613
208,2014-07-05 07:30:00,2014-07-05 10:00:00,10280.0,5051.975051975052,4.345935882891234,7.3942411387687175,5228.024948024948,0.3841952857982573,0.6004067652437608
209,2014-07-05 08:00:00,2014-07-05 10:30:00,11488.0,8149.68814968815,6.442979777587328,22.013472642942926,3338.3118503118503,0.2453247044849699,0.5609532029372285
210,2014-07-05 08:30:00,2014-07-05 11:00:00,11595.0,7858.627858627859,2.3848895458784694,15.078661554248374,3736.3721413721414,0.2745772212210695,0.5323156047656127
211,2014-07-05 09:00:00,2014-07-05 11:30:00,13098.0,4670.824670824671,4.9958794681769225,10.733770873482825,8427.17532917533,0.619293340458843,0.5402226716468154
212,2014-07-05 09:30:00,2014-07-05 12:00:00,12623.0,16029.10602910603,6.102180288695811,5.766072713915693,3406.1060291060294,0.2503067396045857,0.5160630106432962
213,2014-07-05 10:00:00,2014-07-05 12:30:00,13031.0,12622.512622512624,5.581734860018883,39.691469807030586,408.48737748737585,0.030018778850325042,0.47867499281306775
214,2014-07-05 10:30:00,2014-07-05 13:00:00,13263.0,15744.975744975745,5.834799729866471,30.73234054648556,2481.9757449757453,0.18239457350821134,0.45751210571986367
215,2014-07-05 11:00:00,2014-07-05 13:30:00,13349.0,15744.975744975745,6.071128866152285,6.352138577168687,2395.9757449757453,0.1760746353083884,0.438749607692432
216,2014-07-05 11:30:00,2014-07-05 14:00:00,13822.0,12182.952182952184,5.697368727788551,11.909986947790397,1639.0478170478164,0.1204497780267078,0.4188558683383242
217,2014-07-05 12:00:00,2014-07-05 14:30:00,13716.0,11954.261954261954,3.62854029053816,42.91659618156412,1761.738045738046,0.1294659950388519,0.4018329346148258
218,2014-07-05 12:30:00,2014-07-05 15:00:00,13919.0,4428.274428274428,5.931474657391614,8.363506179819778,9490.725571725572,0.6974511521486594,0.41825616892226103
219,2014-07-05 13:00:00,2014-07-05 15:30:00,14203.0,10284.130284130284,5.862333519201837,6.480493029166752,3918.869715869716,0.2879885397378399,0.4113999779125546
220,2014-07-05 13:30:00,2014-07-05 16:00:00,13179.0,19106.029106029106,4.345935882891234,8.674118989153309,5927.029106029106,0.4355634611471589,0.41260815207428486
221,2014-07-05 14:00:00,2014-07-05 16:30:00,13708.0,3762.993762993763,0.5148208276489861,16.101162935413953,9945.006237006237,0.7308351722643367,0.4277618197023826
222,2014-07-05 14:30:00,2014-07-05 17:00:00,13897.0,10000.0,5.622354385013974,20.46241639317001,3897.0,0.28638138563616206,0.4213354363357362
223,2014-07-05 15:00:00,2014-07-05 17:30:00,14740.0,21642.411642411644,5.720747494444428,10.35129220850322,6902.411642411644,0.50724203499744,0.42507050584276684
224,2014-07-05 15:30:00,2014-07-05 18:00:00,14575.0,19542.619542619545,6.861137658687761,1.394310350832521,4967.6195426195445,0.36505870359986214,0.4225700140826457
225,2014-07-05 16:00:00,2014-07-05 18:30:00,16085.0,12731.808731808731,5.5321499445823274,36.84495804149386,3353.191268191269,0.24641815799017067,0.4155239398389467
226,2014-07-05 16:30:00,2014-07-05 19:00:00,18182.0,19313.929313929315,3.9099010669659893,17.015127393671573,1131.929313929315,0.08318282919303759,0.4027415894294887
227,2014-07-05 17:00:00,2014-07-05 19:30:00,16861.0,24864.864864864867,4.9039610668346265,21.611929036805687,8003.864864864867,0.5881852477404653,0.409609873070636
228,2014-07-05 17:30:00,2014-07-05 20:00:00,14140.0,5945.945945945947,5.685217264519265,16.43970440835632,8194.054054054053,0.6021618049724431,0.4164867277814148
229,2014-07-05 18:00:00,2014-07-05 20:30:00,14477.0,10000.0,5.892756238528199,10.15921095710089,4477.0,0.32900422465822365,0.41347008974268407
