input_index,input_timestamp,target_timestamp,target,prediction,predicted_day,predicted_slot,absolute_error,normalized_absolute_error,rolling_mape
5905,2014-11-01 00:00:00,2014-11-01 02:30:00,21459.0,16590.43659043659,4.963045164653545,5.190671715317347,4868.563409563409,0.32314121811547397,0.32314121811547397
5906,2014-11-01 00:30:00,2014-11-01 03:00:00,19849.0,14178.794178794178,4.963045164653545,6.018257922213897,5670.205821205822,0.3763486396070604,0.3497449288612672
5907,2014-11-01 01:00:00,2014-11-01 03:30:00,17679.0,12016.632016632017,5.012318509223673,6.845844129110451,5662.3679833679835,0.37582841870137484,0.3584394254746364
5908,2014-11-01 01:30:00,2014-11-01 04:00:00,15018.0,10436.590436590437,4.963045164653545,8.05070759502748,4581.409563409563,0.30408195240879227,0.34485005720817535
5909,2014-11-01 02:00:00,2014-11-01 04:30:00,10600.0,6569.646569646569,4.96496974476847,8.878293801924032,4030.3534303534307,0.2675066970190859,0.3293813851703575
5910,2014-11-01 02:30:00,2014-11-01 05:00:00,7758.0,4573.804573804574,4.986199071340976,10.156188956696658,3184.195426195426,0.21134464156661398,0.30970859456973354
5911,2014-11-01 03:00:00,2014-11-01 05:30:00,5907.0,3492.7234927234927,5.022409176358209,10.983775163593208,2414.2765072765073,0.16024280384156753,0.28835633875142413
5912,2014-11-01 03:30:00,2014-11-01 06:00:00,5743.0,3991.6839916839917,4.933974184842008,11.811361370489761,1751.3160083160083,0.11624011861912133,0.26684181123488626
5913,2014-11-01 04:00:00,2014-11-01 06:30:00,6223.0,5197.505197505197,4.963045164653545,13.016224836406792,1025.4948024948026,0.06806517893929917,0.24475551875759882
5914,2014-11-01 04:30:00,2014-11-01 07:00:00,6386.0,6029.106029106029,4.995833800578524,13.843811043303344,356.8939708939706,0.0236881278502416,0.2226487796668631
5915,2014-11-01 05:00:00,2014-11-01 07:30:00,9098.0,7858.627858627859,4.809248751491082,15.121706198075968,1239.3721413721414,0.08226086214152678,0.20988624171001433
