diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,1,1->2,``,I,100,10,8,72,99,99,99,55,52,1,1,True,Nay,False,99.0,5.666666666666667,3.0,0.3939393939393939,0.15151515151515152,0.45454545454545453,1.2160941400937935
nonpaper diagnostic,1,2->3,I,did,82,10,6,54,99,99,99,61,52,1,1,True,am,False,99.0,5.97979797979798,6.0,0.20202020202020202,0.10101010101010101,0.696969696969697,1.4667941065403025
nonpaper diagnostic,1,3->4,did,not,64,10,4,36,80,80,80,70,67,1,1,True,n't,False,80.0,3.5875,3.0,0.4625,0.1375,0.4,0.687946138499391
nonpaper diagnostic,1,4->5,not,think,46,10,4,36,87,87,87,77,70,1,1,True,of,False,87.0,3.8850574712643677,4.0,0.3333333333333333,0.09195402298850575,0.5747126436781609,0.7447899013669117
nonpaper diagnostic,1,5->6,think,you,46,10,9,82,77,77,77,66,,0,0,False,so,False,77.0,3.4935064935064934,3.0,0.33766233766233766,0.18181818181818182,0.4805194805194805,0.6756961081041053
nonpaper diagnostic,1,6->7,you,would,91,10,0,0,99,99,99,70,54,1,1,True,Lady,False,99.0,6.0,6.0,0.29292929292929293,0.0707070707070707,0.6363636363636364,1.5019245778793953
nonpaper diagnostic,2,1->2,The,Great,100,10,9,81,99,99,99,60,,0,0,False,old,False,99.0,6.292929292929293,5.0,0.23232323232323232,0.20202020202020202,0.5656565656565656,1.6022607931920714
nonpaper diagnostic,2,2->3,Great,Square,91,10,7,63,99,99,99,55,,0,0,False,suppose,False,99.0,3.909090909090909,3.0,0.25252525252525254,0.25252525252525254,0.494949494949495,1.6868320880479577
nonpaper diagnostic,2,3->4,Square,of,73,10,6,54,89,89,89,80,33,1,2,True,pleased,False,89.0,3.808988764044944,3.0,0.38202247191011235,0.29213483146067415,0.3258426966292135,1.0512038034987548
nonpaper diagnostic,2,4->5,of,Pegasus,64,10,5,45,91,91,91,66,57,1,1,True,clouded,False,91.0,5.373626373626373,6.0,0.27472527472527475,0.15384615384615385,0.5714285714285714,1.4193194171054497
